timestamp,open,high,low,close,volume,sma_20,sma_50,volatility,momentum,label,action
2025-06-21 17:00:00,2416.36,2424.22,2396.27,2399.2,14588.8303,,,,,sell,sell
2025-06-21 18:00:00,2399.2,2411.76,2384.27,2387.32,18282.9928,,,,,sell,sell
2025-06-21 19:00:00,2387.29,2400.0,2382.25,2384.76,20180.7442,,,,,sell,sell
2025-06-21 20:00:00,2384.76,2409.42,2377.92,2403.64,16530.4905,,,,,sell,sell
2025-06-23 01:00:00,2240.94,2248.37,2225.0,2246.12,17433.3611,2226.6780000000003,,0.010700511716890525,0.02854683164054972,buy,buy
2025-06-23 15:00:00,2274.01,2288.27,2247.62,2248.54,23902.6405,2243.88,,0.007458108720933049,-0.0015408457333672132,buy,buy
2025-06-23 17:00:00,2221.8,2287.09,2217.2,2274.68,74642.7534,2250.368,,0.00901232917226169,0.009456946706488445,buy,buy
2025-06-25 09:00:00,2439.49,2448.47,2407.63,2420.56,34716.577,2444.487,2386.78,0.005485189130064377,-0.009744802362971483,hold,hold
2025-06-26 03:00:00,2493.3,2520.92,2482.45,2488.78,52496.9119,2433.6735,2432.2976,0.005698449280726355,0.02393647659014242,hold,hold
2025-06-26 07:00:00,2487.2,2500.56,2480.28,2489.89,17060.3327,2444.564,2438.6769999999997,0.005614143961557589,0.012471434031928963,hold,hold
2025-06-26 12:00:00,2450.35,2454.77,2433.88,2440.02,18874.946,2453.5375,2443.4688,0.005897188272187751,-0.018973066206713574,hold,hold
2025-06-26 21:00:00,2445.27,2445.51,2394.32,2414.13,26928.1071,2454.457,2442.6924000000004,0.006140588372573417,-0.007768091638820751,hold,hold
2025-06-27 16:00:00,2438.26,2449.44,2431.7,2433.43,12494.0108,2434.5715,2440.9264000000003,0.005127163519276747,-0.00521627510536804,hold,hold
2025-06-28 16:00:00,2436.1,2443.72,2431.64,2434.85,12506.6315,2424.7185,2428.246,0.003578574096229192,0.003590064876717758,hold,hold
2025-06-28 18:00:00,2444.06,2444.69,2432.84,2437.02,8572.9944,2426.6639999999998,2428.654,0.0025523990667374067,0.0045051914809424165,hold,hold
2025-06-28 22:00:00,2436.63,2441.45,2434.14,2440.22,4008.0983,2429.752,2428.906,0.0018824956524092875,0.0022054746698974004,buy,buy
2025-06-30 10:00:00,2451.77,2457.97,2446.68,2456.2,17922.2483,2470.29,2450.1958,0.007616163759129424,-0.015854826366211716,hold,hold
2025-06-30 19:00:00,2485.82,2518.49,2484.81,2515.71,26363.3736,2480.4399999999996,2457.9688,0.008697573500422141,0.021645461153910306,sell,sell
2025-06-30 20:00:00,2515.71,2522.17,2501.99,2502.96,19724.8178,2479.6539999999995,2459.2876,0.008765715079534582,0.026387983318365782,hold,hold
2025-07-01 17:00:00,2424.58,2434.0,2418.01,2432.26,8336.4468,2458.518,2467.782,0.00457315870404753,-0.0068597747707283,buy,buy
2025-07-01 20:00:00,2402.87,2418.57,2393.95,2415.08,19778.4342,2446.4595,2466.023,0.004149031507899054,-0.002008314255725452,buy,buy
2025-07-02 11:00:00,2453.44,2459.99,2441.7,2445.7,15646.3483,2426.765,2451.0928,0.004108595910344219,0.0006055101422948184,buy,buy
