timestamp,sma_20,sma_50,volatility,momentum,action
2025-06-22 16:00:00,,,,,hold
2025-06-22 19:00:00,,,,,buy
2025-06-22 22:00:00,,,,0.016775584450582803,buy
2025-06-22 23:00:00,,,,0.009138207043756674,buy
2025-06-23 02:00:00,,,,0.0299777192627102,buy
2025-06-23 03:00:00,,,,0.04011755057408406,buy
2025-06-23 05:00:00,,,,0.019829466587348854,buy
2025-06-23 08:00:00,,,,0.00576860045886618,buy
2025-06-23 09:00:00,,,,0.00407385504960911,buy
2025-06-23 11:00:00,0.151277,,,-0.013740359064100094,buy
2025-06-23 12:00:00,0.1515555,,,-0.002590673575129654,buy
2025-06-23 15:00:00,0.1523375,,0.009801735119875421,-0.0023558667626464302,buy
2025-06-23 17:00:00,0.152915,,0.011658632039918335,0.02155483998159946,buy
2025-06-23 18:00:00,0.153185,,0.011491899856121247,0.015064935064935003,buy
2025-06-23 21:00:00,0.15415800000000002,,0.010970870946171841,0.04119383404394883,buy
2025-06-23 22:00:00,0.1547635,,0.011671706590853266,0.09386833189397459,hold
2025-06-24 02:00:00,0.15669950000000002,,0.012074133036290043,0.020643212285228696,buy
2025-06-24 03:00:00,0.157155,,0.01203377554817987,0.026523026523026516,hold
2025-06-24 06:00:00,0.1590835,,0.012586781117711185,0.023245829244357363,hold
2025-06-24 07:00:00,0.15963149999999998,,0.01356156989357218,-0.0015912846563437277,hold
2025-06-24 08:00:00,0.160107,,0.01351765514498044,0.008262933958191887,hold
2025-06-24 12:00:00,0.16219450000000002,,0.013293799442642801,-0.023317149193790132,hold
2025-06-24 15:00:00,0.16325050000000002,,0.012782708725895002,-0.0001222419167532518,hold
2025-06-24 19:00:00,0.1638895,0.1577236,0.011486598999474396,0.005837173579109178,hold
2025-06-25 03:00:00,0.16456900000000002,0.16028779999999998,0.008332615128009984,0.0010291802881705614,hold
2025-06-25 06:00:00,0.164846,0.1610666,0.007284414255971283,0.0025275320454953842,hold
2025-06-25 12:00:00,0.1653405,0.1625112,0.005682564660529652,-0.009244252356083726,hold
2025-06-25 13:00:00,0.165436,0.1628016,0.005980737403964106,0.0022848896638807403,sell
2025-06-25 20:00:00,0.16542,0.1643374,0.005951859739087099,0.009160397961659905,hold
2025-06-26 04:00:00,0.16524450000000002,0.1649486,0.006298134173994389,0.006755523096585669,hold
2025-06-26 05:00:00,0.1652035,0.1649762,0.006438811310902251,-0.0016404398809162224,hold
2025-06-26 13:00:00,0.1641575,0.1646704,0.006448971195363853,-0.03784570596797665,hold
2025-06-26 18:00:00,0.1627845,0.1642734,0.005322432199678547,-0.001309308560384137,hold
2025-06-26 19:00:00,0.162604,0.16419739999999997,0.005244379614654332,0.014750378214826165,hold
2025-06-26 20:00:00,0.162483,0.1641628,0.005511142281175833,0.013559957507967235,hold
2025-06-26 22:00:00,0.1618695,0.1639816,0.005784640924458555,-0.00031349927895163443,hold
2025-06-26 23:00:00,0.161574,0.1638782,0.00583835294397494,0.0013768070592654613,hold
2025-06-27 01:00:00,0.1610895,0.1636618,0.006367338500863856,0.00012423903590508267,hold
2025-06-27 02:00:00,0.160972,0.16358520000000001,0.006533071109000432,0.0008631319358816114,hold
2025-06-27 03:00:00,0.1608395,0.16351079999999998,0.006513357912515277,0.011345926064459944,hold
2025-06-27 04:00:00,0.16072150000000002,0.1634226,0.006503710678083484,0.015303562468640175,hold
2025-06-27 05:00:00,0.160632,0.1633288,0.0065403238923100624,0.0040622461096180285,hold
2025-06-27 07:00:00,0.160551,0.1631756,0.006619906045836407,-0.0013043478260870156,hold
2025-06-27 08:00:00,0.1606095,0.163075,0.006693416866957274,-0.004804730811876379,hold
2025-06-27 09:00:00,0.16076000000000001,0.16298179999999998,0.006330435779517569,-0.0035751710534428494,hold
2025-06-27 10:00:00,0.160796,0.16288519999999998,0.0064215615910092625,-0.006980479367432624,hold
2025-06-27 12:00:00,0.1608225,0.16268000000000002,0.0063104748257198666,-0.011152416356877248,hold
2025-06-27 15:00:00,0.160741,0.1623194,0.006467174771933762,-0.003402412619857631,hold
2025-06-27 16:00:00,0.1607045,0.162252,0.0064174969653092865,0.004479004665629782,hold
2025-06-27 17:00:00,0.160664,0.1621848,0.006867205899006242,-0.005793309661745516,buy
2025-06-27 18:00:00,0.16056900000000002,0.1620604,0.007326670835533899,-0.012907268170425978,buy
2025-06-27 22:00:00,0.1605455,0.1616354,0.007215069247244476,-0.00092896513284213,hold
2025-06-28 06:00:00,0.1606765,0.16105800000000003,0.006353748029593511,0.01019013296880833,hold
2025-06-28 09:00:00,0.161148,0.160961,0.006323627753638107,0.006356847497376972,hold
2025-06-28 14:00:00,0.16174399999999997,0.1609506,0.006116368655579252,-0.0027651468600221607,hold
2025-06-28 22:00:00,0.162852,0.1615146,0.004273242913891965,0.010888957243924802,buy
2025-06-29 00:00:00,0.163049,0.16167079999999998,0.00437012456983886,-0.000670159619836741,buy
2025-06-29 02:00:00,0.163171,0.1618242,0.004312192438089289,0.0004291582367725866,buy
2025-06-29 03:00:00,0.163144,0.1618582,0.004344572394299679,-0.009678008399780724,buy
2025-06-29 04:00:00,0.1631535,0.16186999999999999,0.0043235568806586425,-0.008459104186952282,hold
2025-06-29 11:00:00,0.163801,0.1622526,0.004085484349998835,0.006112843083317943,hold
2025-06-29 18:00:00,0.1639195,0.1628006,0.0031139296746122962,0.0006685710812617263,hold
2025-06-29 19:00:00,0.163944,0.162891,0.003104809875088832,-0.0028555805334467,hold
2025-06-30 00:00:00,0.16496450000000001,0.1636376,0.006526523471502467,0.031037414965986443,hold
