timestamp,open,high,low,close,volume,sma_20,sma_50,volatility,momentum,label,action
2025-06-22 19:00:00,99437.42,99453.75,98800.0,98882.84,666.66278,,,,-0.019658028312113385,buy,buy
2025-06-22 23:00:00,100980.05,101034.65,100645.88,100963.87,698.82763,,,,0.014916264575794091,buy,buy
2025-06-23 14:00:00,102354.15,102613.09,101496.0,101624.39,1515.43225,101133.6485,,0.005476410565829387,-0.002522345351264832,buy,buy
2025-06-24 18:00:00,106046.69,106088.96,105523.8,105533.73,334.55603,105294.44450000001,103023.0974,0.0051663611509286346,0.0031201799678286513,hold,hold
2025-07-01 17:00:00,106082.55,106287.95,105909.42,106253.79,279.69821,106742.0975,107336.65699999999,0.002774029173619108,-0.003301977941162715,buy,buy
2025-07-02 05:00:00,106382.85,106667.57,106292.29,106638.83,395.18675,106046.2675,106830.8454,0.003076577942089332,0.009062071056387122,buy,buy
2025-07-07 06:00:00,109079.99,109174.87,108769.23,108774.5,348.32807,108879.23500000002,108406.39540000001,0.0022535762090688865,-0.0004463208031165733,hold,hold
2025-07-07 07:00:00,108774.5,109061.08,108654.94,109061.08,351.63493,108928.4885,108425.10440000001,0.0022935005571456135,0.00038479485205944464,hold,hold
2025-07-07 11:00:00,108664.15,108801.0,108572.52,108642.01,355.32653,108944.61400000002,108479.7964,0.0023257676302510305,-0.004015218556584155,hold,hold
2025-07-09 08:00:00,108714.39,108837.7,108654.15,108654.16,259.46811,108731.928,108491.22279999999,0.0023214859347786086,0.00039249976498823,hold,hold
2025-07-10 13:00:00,110869.0,111039.99,110500.0,110800.01,544.26918,111029.12250000001,109719.0986,0.004989060475809224,-0.003865773622224289,buy,buy
2025-07-13 07:00:00,117888.51,118054.79,117852.0,117999.0,308.18406,117517.88149999999,117659.6922,0.001838853338668446,0.003790873881369894,buy,buy
2025-07-14 05:00:00,121400.0,122666.0,121129.0,122461.99,2704.498689,119162.1965,118242.56039999999,0.003103915835972774,0.028343649631898282,sell,sell
2025-07-14 06:00:00,122461.99,122465.3,122017.81,122130.99,1146.85917,119381.34649999999,118332.25140000001,0.003227112025350744,0.025781571525280267,sell,sell
2025-07-14 07:00:00,122130.99,123218.0,122100.0,122736.04,1786.579052,119614.548,118433.1786,0.0033010996024063098,0.030524284600461193,sell,sell
2025-07-14 08:00:00,122736.04,122769.19,122300.0,122578.0,851.02194,119821.84249999998,118527.7854,0.003315853551243433,0.02448952710236063,sell,sell
2025-07-14 09:00:00,122578.01,122582.97,121888.44,121973.74,929.42357,119990.02900000001,118612.62040000001,0.00353007619848721,0.010132485036882688,sell,sell
2025-07-14 10:00:00,121973.74,122130.65,121628.47,121905.48,742.89705,120146.956,118692.13699999999,0.0035434044450127987,0.004163756177924194,sell,sell
2025-07-14 14:00:00,121710.64,121990.42,120600.0,121158.89,1855.94127,120715.0655,118985.11099999999,0.003911100423409737,-0.011577199823785689,sell,sell
2025-07-22 07:00:00,117847.26,118594.55,117780.0,117983.68,1682.91379,117568.794,117950.4344,0.0037818919010844556,0.00198445843019468,hold,hold
2025-07-31 01:00:00,118415.8,118456.46,117992.71,118055.32,463.81141,117797.68400000001,118005.2586,0.0038322666904626736,0.009738469421784357,hold,hold
