timestamp,open,high,low,close,volume,sma_20,sma_50,volatility,momentum,label,action
2025-06-21 18:00:00,138.66,139.63,137.37,137.71,167254.283,,,,,sell,sell
2025-06-21 20:00:00,137.29,138.9,136.82,138.42,106096.423,,,,,sell,sell
2025-06-21 21:00:00,138.43,138.59,130.9,132.74,494421.38,,,,,hold,hold
2025-06-22 01:00:00,136.54,137.18,134.89,135.05,109073.986,,,,-0.016244172494172426,hold,hold
2025-06-22 05:00:00,135.81,136.5,135.46,136.22,53081.759,,,,0.005833271800930406,hold,hold
2025-06-22 06:00:00,136.23,136.5,135.56,135.92,59022.513,,,,-0.00446788251666308,hold,hold
2025-06-22 21:00:00,129.55,130.04,127.96,129.01,93060.174,132.2165,,0.010628353270525831,0.0035783741734731755,buy,buy
2025-06-22 22:00:00,129.02,132.47,128.83,132.14,330487.602,132.0885,,0.011587992735153155,0.017870898166692184,buy,buy
2025-06-23 01:00:00,132.53,133.15,131.71,133.05,107193.552,131.595,,0.011201528809853877,0.0309158530915854,buy,buy
2025-06-23 02:00:00,133.05,133.22,132.53,132.85,69124.688,131.4415,,0.011195150786804242,0.02555195306469038,buy,buy
2025-06-23 07:00:00,134.31,135.01,134.02,134.38,82064.732,131.4635,,0.01118169489409494,0.009996242014280288,buy,buy
2025-06-23 08:00:00,134.38,134.88,133.94,134.36,59064.929,131.505,,0.011180577066042337,0.011366202484004662,buy,buy
2025-06-23 09:00:00,134.35,134.45,133.44,134.33,74572.278,131.7845,,0.010416903462038177,0.012512248435969209,buy,buy
2025-06-23 11:00:00,133.82,134.45,133.25,134.09,64748.776,132.259,,0.010377297865827428,-0.002380775239937405,buy,buy
2025-06-23 15:00:00,134.77,135.48,133.15,133.43,144460.576,133.3375,,0.007838373530363714,-0.006699918112112013,buy,buy
2025-06-23 17:00:00,132.52,137.26,132.26,136.77,376827.883,133.874,,0.010072069798189533,0.01998657618017763,buy,buy
2025-06-23 18:00:00,136.77,139.34,136.77,138.11,328771.821,134.1725,133.71880000000002,0.009951853912253306,0.019036375710175024,buy,buy
2025-06-24 05:00:00,143.27,145.59,143.15,145.49,155063.671,139.404,135.2502,0.01103295945226275,0.006781537609854116,hold,hold
2025-06-24 06:00:00,145.48,146.77,144.77,146.07,170444.318,140.016,135.4552,0.01099858634160954,0.019045625784847253,hold,hold
2025-06-24 15:00:00,144.99,145.65,143.61,144.31,140494.589,143.866,137.36960000000002,0.010687949658335007,0.002222376553927319,hold,hold
2025-06-25 07:00:00,146.31,147.49,146.0,147.01,133568.16,145.258,141.9514,0.005602095670881236,0.008299039780521156,hold,hold
2025-06-25 12:00:00,146.26,146.46,145.45,146.44,93392.075,145.5435,143.1258,0.005882609977448241,0.0008885243660721187,hold,hold
2025-06-25 15:00:00,145.66,145.66,143.12,143.69,226990.921,145.77450000000002,143.7348,0.006875613388281727,-0.012439862542955371,hold,hold
2025-06-25 22:00:00,144.38,144.38,142.92,143.2,51194.992,145.2145,144.7758,0.005824940330742843,-0.0016035696855610793,hold,hold
2025-06-26 00:00:00,143.57,144.37,143.43,144.17,44553.157,145.05599999999998,144.81400000000002,0.005750012662484868,0.0060711793440333395,sell,sell
2025-06-26 01:00:00,144.18,146.19,143.69,145.3,86798.815,145.051,144.8298,0.005984741718390207,0.003869006494403804,sell,sell
2025-06-26 02:00:00,145.31,146.48,144.95,146.23,107175.189,145.047,144.8876,0.00613035631878546,0.007857192087669551,hold,hold
2025-06-26 03:00:00,146.23,148.0,145.68,145.9,152588.033,144.9915,144.929,0.006124062781980543,0.010527773929907225,hold,hold
2025-06-26 06:00:00,144.49,145.16,144.2,144.86,57538.205,144.8695,145.0444,0.006179899887078444,0.004786016508288915,hold,hold
2025-06-26 08:00:00,145.16,145.81,144.69,144.87,52384.354,144.7355,145.0136,0.005905162406061225,-0.009300417151063334,hold,hold
2025-06-26 09:00:00,144.88,145.16,143.64,143.83,113158.334,144.5585,145.01,0.0060599195169101176,-0.014187799862919737,hold,hold
2025-06-26 11:00:00,143.53,143.97,143.2,143.65,69423.278,144.4505,144.9888,0.006001159069183921,-0.005813551110803505,hold,hold
2025-06-26 12:00:00,143.65,143.96,142.78,143.01,116177.805,144.42950000000002,144.96779999999998,0.006032433090319114,-0.012770951263288866,hold,hold
2025-06-26 13:00:00,143.01,143.26,141.41,141.84,179428.51,144.32750000000001,144.9132,0.005994916105134767,-0.022803995866345184,hold,hold
2025-06-26 16:00:00,143.0,143.24,142.11,142.32,70449.791,144.09300000000002,144.81300000000002,0.005389229808963512,-0.008430293318470117,hold,hold
2025-06-26 20:00:00,142.28,143.96,142.01,142.97,136382.885,143.75150000000002,144.5978,0.005113254043013383,-0.0010480715483510705,hold,hold
2025-06-27 00:00:00,139.05,139.31,137.84,137.85,187785.576,142.42649999999998,144.1434,0.006269339883616505,-0.025932730356133527,buy,buy
2025-06-27 08:00:00,140.33,142.8,140.32,142.23,143778.883,141.13150000000002,143.36599999999999,0.0075879826118846385,0.009510966001845533,buy,buy
2025-06-27 12:00:00,142.15,142.8,141.15,141.34,100279.99,140.9915,143.0308,0.007502608337678212,0.0004955050612303058,buy,buy
2025-06-27 18:00:00,141.57,141.76,140.12,140.64,82313.855,141.296,142.6548,0.00844738445261802,-0.004952596575633295,buy,buy
2025-06-27 21:00:00,142.86,143.36,142.36,142.59,163926.133,141.8405,142.56119999999999,0.0077807476223331505,-0.0061336864849793615,buy,buy
2025-06-27 22:00:00,142.59,143.03,142.59,142.64,85293.493,141.92800000000003,142.5122,0.007445417764971792,-0.00758366381409592,buy,buy
2025-06-28 08:00:00,146.56,147.26,146.17,146.39,240286.84,143.08499999999998,142.317,0.006418884208856427,0.023634710859380403,buy,buy
