timestamp,open,high,low,close,volume,sma_20,sma_50,volatility,momentum,label,action
2025-06-21 19:00:00,471.9,473.8,468.6,469.5,2772.071,,,,,hold,hold
2025-06-21 20:00:00,469.6,477.4,469.0,476.9,1450.149,,,,,sell,sell
2025-06-22 04:00:00,463.5,467.9,462.3,466.1,1347.308,,,,0.004309416074121941,hold,hold
2025-06-23 01:00:00,451.2,453.2,449.7,453.1,1748.791,454.925,,0.011848879312472253,0.018889138745221468,hold,hold
2025-06-24 04:00:00,458.5,459.2,456.8,458.9,869.845,454.925,455.12600000000003,0.00896491554663444,-0.013754566946056368,buy,buy
2025-06-24 09:00:00,459.2,463.0,458.0,462.0,2242.044,456.3299999999999,454.84,0.009418687240932578,0.007633587786259444,buy,buy
2025-06-24 12:00:00,465.5,466.0,462.3,463.3,1539.239,459.20500000000004,454.82200000000006,0.009478616691906864,0.005861919235779389,buy,buy
2025-06-24 15:00:00,456.3,458.8,449.6,449.7,3498.018,459.58500000000004,454.556,0.009607307086284886,-0.02662337662337666,buy,buy
2025-06-24 16:00:00,449.6,454.5,448.9,454.3,4398.101,459.625,454.534,0.009541569558309947,-0.020060396893874066,buy,buy
2025-06-24 18:00:00,452.3,452.5,449.0,451.5,1144.926,458.83000000000004,454.64,0.008206528994686177,-0.025469458234405384,buy,buy
2025-06-24 19:00:00,451.6,453.9,450.1,451.4,1072.925,458.265,454.61400000000003,0.008177788283709471,-0.02082429501084604,buy,buy
2025-06-25 00:00:00,453.9,466.0,453.5,464.6,6685.119,457.425,455.46200000000005,0.008482321040383118,0.02901439645625703,buy,buy
2025-06-25 01:00:00,464.7,493.9,464.0,475.9,21852.44,458.12,455.88199999999995,0.009759894624416243,0.054275587062472264,hold,hold
2025-06-25 02:00:00,476.1,479.0,472.2,473.6,3794.09,458.77,456.32800000000003,0.009749009769290952,0.03791365329826868,hold,hold
2025-06-25 07:00:00,478.7,482.4,475.4,481.0,4900.852,462.41,458.722,0.00945529826295758,0.010716537087623434,buy,buy
2025-06-25 08:00:00,481.1,483.7,476.5,479.6,3583.029,463.225,459.23800000000006,0.009349438377095518,0.012668918918918859,buy,buy
2025-06-25 09:00:00,479.6,482.0,476.2,476.9,3991.04,464.02,459.69599999999997,0.009428368704068464,0.01080966511233572,buy,buy
2025-06-25 20:00:00,486.5,489.5,484.8,489.0,2513.308,479.36,466.486,0.008060656071453683,0.01599833783503013,hold,hold
