timestamp,open,high,low,close,volume,sma_short,sma_long,volatility,momentum,label,action
2025-07-15 14:30:00,117566.69,117632.82,115736.92,116008.19,1877.14344,,,,-0.006587572071907299,buy,buy
2025-07-15 19:30:00,116845.55,116908.77,116282.38,116416.07,307.536,,,,-0.01415942482957433,buy,buy
2025-07-16 03:00:00,117317.27,117519.49,117211.25,117370.58,200.25842,,,,0.001959432666857497,hold,hold
2025-07-16 19:30:00,119182.83,119320.0,118822.72,119230.16,309.11967,118511.919,,0.002401981944414219,0.004466301224405944,hold,hold
2025-07-17 02:00:00,118149.71,118523.25,118017.06,118399.99,335.03963,118945.66200000001,,0.0023835771389561886,-0.010015235231353281,buy,buy
2025-07-17 03:00:00,118330.58,118356.32,117850.0,117874.42,228.47549,118937.731,,0.0024548804472417857,-0.017228168767953633,buy,buy
2025-07-17 06:00:00,118587.03,118772.0,118341.55,118660.67,321.09301,118885.919,,0.002471077764201211,-0.0017022957772985237,buy,buy
2025-07-17 12:30:00,117472.17,118183.74,117453.57,117867.08,497.49767,118675.63500000001,118154.34419999999,0.0027697349068904155,-0.0049423182336955085,buy,buy
2025-07-17 14:30:00,118693.09,118834.2,118500.0,118770.94,243.71305,118581.97099999999,118213.8168,0.002743352646187394,0.0037184698877970046,hold,hold
2025-07-18 16:00:00,117860.24,118054.92,117530.68,117607.57,411.96789,119438.28774999999,119037.2838,0.003328772178160768,-0.009933782639565458,hold,hold
2025-07-19 07:30:00,118273.55,118281.11,118156.32,118163.06,86.03874,117992.84099999999,118710.28,0.002373328546815258,0.0010702600792142913,hold,hold
2025-07-20 04:30:00,118071.83,118127.39,117930.2,117949.98,91.46796,117988.84325,118281.4496,0.0012011307629123228,0.0013328468300912721,hold,hold
2025-07-20 07:30:00,118055.32,118218.0,118000.0,118029.49,225.58609,117923.63200000001,118136.53710000002,0.0012102610313265668,0.000748169109620278,hold,hold
2025-07-20 19:30:00,118539.98,118539.99,118155.0,118155.01,123.62822,118104.69725,118018.5939,0.0012935981701348244,-0.0022153848232544515,hold,hold
2025-07-20 23:30:00,117216.0,117378.61,116955.94,117265.12,231.73035,118063.36749999998,118034.07350000001,0.0015971906891530275,-0.006385175093877149,hold,hold
2025-07-21 05:30:00,118216.29,118430.24,118216.29,118430.22,127.24627,118053.09375,118028.6454,0.0019886302489510147,0.009935605745340137,hold,hold
2025-07-21 06:00:00,118430.22,118856.8,118290.24,118850.8,385.76828,118075.43574999999,118035.0878,0.0020493679631416475,0.016561675412374077,hold,hold
2025-07-21 08:30:00,119260.0,119344.04,118854.9,119016.83,439.4744,118246.59675,118092.13450000001,0.0021713577082617956,0.007047574661595224,hold,hold
2025-07-21 19:00:00,117162.28,117521.01,117000.0,117072.15,375.88381,118271.35174999999,118110.1491,0.0026370214035119953,-0.010398862710769285,buy,buy
2025-07-21 21:00:00,116939.4,117241.55,116879.1,117222.21,200.63624,118254.76999999999,118075.6752,0.0026841324349049195,-0.012427242441676478,buy,buy
2025-07-21 21:30:00,117222.21,117371.99,117123.02,117215.25,203.31221,118252.50475000001,118067.7489,0.0026820977720487696,-0.009279694667947314,buy,buy
2025-07-21 22:30:00,117409.65,117633.66,117348.96,117348.96,154.7376,118215.872,118058.1017,0.0025271997367661454,-0.003308010535896355,buy,buy
2025-07-22 02:00:00,117750.01,117800.0,117412.33,117564.01,327.86355,118034.51675,118035.1738,0.002358172525043282,0.004219439918189183,buy,buy
2025-07-22 03:00:00,117027.81,117238.94,116683.93,117129.67,382.63111,117919.22275,118017.42,0.002407544509470761,-0.0007894408406052822,buy,buy
2025-07-22 04:30:00,116984.0,117357.21,116555.0,116555.01,639.58628,117746.95249999998,117987.7565,0.0024684754946441754,-0.006765718247524366,buy,buy
2025-07-22 05:00:00,116555.01,117346.17,116552.18,117161.29,412.08237,117706.23500000002,117980.4069,0.0025911337900558144,-0.001596354520402521,buy,buy
2025-07-22 08:00:00,117983.69,117983.69,117488.19,117707.51,620.74536,117611.401,117977.1684,0.0027477172929030367,0.0012206116480715234,hold,hold
2025-07-24 05:30:00,117589.57,117899.33,117500.0,117604.55,360.86073,118316.644,118602.20529999999,0.0026496555643670807,-0.009695847763131815,hold,hold
2025-07-24 08:30:00,118646.36,118811.09,118565.57,118775.28,363.60189,118290.01175000002,118658.76890000001,0.00284113267513816,-0.0015578267090112785,sell,sell
2025-07-24 14:30:00,118151.02,119109.74,118151.02,119057.11,665.45742,118435.66424999999,118645.56430000001,0.0027909206813114453,0.002372800131475117,sell,sell
2025-07-24 15:00:00,119057.12,119450.0,118880.0,119000.0,1019.40722,118451.43675,118643.60430000002,0.0027864105131409564,0.0032946848482773294,sell,sell
2025-07-24 15:30:00,119000.01,119100.0,118614.84,119092.65,427.45649,118468.91200000001,118653.0526,0.0027249906055518054,0.0049412237648585045,sell,sell
2025-07-25 03:30:00,116024.05,116024.05,115330.86,115419.66,2015.97726,118317.44499999999,118351.15020000002,0.0025689052628429534,-0.026220577297154324,buy,buy
2025-07-25 06:30:00,115287.86,115464.09,115200.0,115284.25,1147.39232,117869.55450000001,118144.29179999999,0.0027404119511408287,-0.020229625640889592,buy,buy
2025-07-25 12:00:00,116543.59,116656.99,116223.17,116259.39,477.42977,117127.8205,117876.00230000001,0.002853874530395973,0.00842690562328885,buy,buy
2025-07-25 14:30:00,115576.99,115659.57,114908.0,114960.01,1249.4701,116727.0095,117745.2123,0.00273242461040907,-0.0021053353419695497,buy,buy
2025-07-25 15:00:00,114960.01,115665.0,114916.48,115503.23,838.02382,116635.5635,117719.53460000001,0.0028434193090589952,-0.002507565401504541,buy,buy
2025-07-25 19:00:00,116491.53,116774.19,116405.7,116621.69,353.62741,116154.13625000001,117578.4773,0.002837866854414786,0.004460577517704012,buy,buy
2025-07-26 13:30:00,118078.18,118220.0,118078.18,118125.24,115.49094,117411.29275,117238.82449999999,0.001838345805866393,0.006996920066217438,hold,hold
2025-07-26 22:30:00,118060.68,118113.0,117978.0,118007.02,87.06746,117818.38525,117099.7448,0.0011387338372287955,-0.000628042504317694,buy,buy
2025-07-27 06:00:00,118274.73,118309.99,118197.71,118280.02,81.31099,118064.29175,117209.4035,0.0009297588199557137,0.0036952066349096313,hold,hold
2025-07-28 11:30:00,118562.51,118833.76,118475.47,118827.49,443.21583,119175.17025,118526.03020000001,0.0018460620819790198,-0.005845081740703861,hold,hold
2025-07-28 18:30:00,117552.03,117856.37,117427.5,117776.56,243.38289,118839.99025,118556.0816,0.0018138815188346936,-0.008992198593734235,hold,hold
2025-07-29 19:30:00,117462.94,117661.25,117440.0,117525.29,227.08615,118308.90675000001,118573.1299,0.001981392688072471,-0.009239321076228713,hold,hold
2025-07-30 16:00:00,118000.01,118021.88,117635.3,117800.44,469.33798,117946.28975,118096.5515,0.001948026064723811,-0.0044423004632622165,hold,hold
2025-07-31 06:30:00,118425.78,118725.59,118401.71,118691.78,396.99628,117835.303,118022.06059999998,0.0025557002844506177,0.0023306011528867465,sell,sell
2025-07-31 07:00:00,118691.79,118922.45,118604.22,118833.71,505.8433,117860.60725,118023.9051,0.002559866340436287,0.004444504926932602,sell,sell
2025-07-31 07:30:00,118833.72,118833.72,118626.86,118665.97,212.61379,117887.75674999999,118022.56480000001,0.0025517427758062535,0.005172575026690884,sell,sell
2025-07-31 08:00:00,118665.98,118720.0,118591.73,118638.06,148.24525,117910.22850000001,118019.7475,0.002551989896593927,0.0038061322862803504,sell,sell
2025-07-31 08:30:00,118638.05,118770.07,118568.46,118593.94,162.03912,117931.60149999999,118018.0384,0.002540199013488773,0.0012361592712113456,sell,sell
2025-07-31 09:30:00,118533.46,118617.96,118508.28,118605.58,114.84853,117980.50025,118012.3979,0.002526956851884893,0.0011770451877641808,sell,sell
2025-07-31 10:00:00,118605.58,118719.42,118441.11,118469.04,152.41165,117998.80225,118009.12120000001,0.0025257816397935185,0.0007988208269213981,sell,sell
2025-07-31 10:30:00,118469.05,118629.34,118435.72,118505.02,132.72831,117993.56900000002,118004.9334,0.0024964292255055206,-5.493136406220511e-05,sell,sell
2025-07-31 11:00:00,118505.02,118560.0,118413.96,118420.0,270.39208,118000.04025,117999.88519999999,0.002485716910232383,0.00032133274360379716,sell,sell
2025-07-31 13:30:00,118146.82,118702.1,117807.35,118557.01,563.00902,118077.58374999999,117993.7498,0.0025637743385797302,-0.0009182076377920456,sell,sell
2025-07-31 15:00:00,117913.19,118200.0,117894.99,118034.85,796.89575,118157.71025,117965.1252,0.002280129873534035,-0.004206491567866122,hold,hold
2025-07-31 16:30:00,118543.12,118879.14,118405.0,118538.53,555.97834,118262.23999999999,117971.8417,0.002295402843738516,0.00028277283105815343,sell,sell
2025-07-31 17:30:00,117866.53,118223.8,117702.42,117728.0,705.65046,118293.93274999999,117978.45910000001,0.0024486512435197344,-0.005434174261064184,sell,sell
2025-07-31 18:00:00,117728.0,117930.05,117400.0,117930.05,627.5346,118309.60799999998,117984.4373,0.0024599214561410957,-0.005159284113160578,sell,sell
2025-07-31 18:30:00,117930.04,117998.38,117605.36,117658.8,319.21881,118313.91575,117983.635,0.0019629511716615228,-0.008154860925303264,sell,sell
2025-07-31 19:00:00,117658.81,117762.05,117123.43,117159.45,858.84624,118303.62625,117976.0963,0.0020630517753014157,-0.008357144102566716,sell,sell
2025-07-31 19:30:00,117159.46,117193.17,116763.43,116785.79,513.46551,118277.2635,117966.2173,0.002039879490178715,-0.014939816717712495,sell,sell
2025-07-31 20:00:00,116785.78,116990.04,116450.8,116765.08,509.49135,118244.80325,117956.6089,0.0020243154594705914,-0.010290547100907155,sell,sell
2025-08-02 03:30:00,113809.85,113909.87,113759.34,113909.86,109.74706,114376.39525000002,116117.2785,0.0036805880628456014,0.00015576143459261615,hold,hold
2025-08-02 16:00:00,112840.7,113000.0,112700.07,112915.98,399.31713,113636.49250000001,114904.2941,0.0020722317043282376,-0.006450995269387527,hold,hold
2025-08-02 18:30:00,112386.18,112584.3,112099.22,112327.65,573.329,113525.34600000002,114630.91679999999,0.0020922345840592767,-0.011374404913359948,buy,buy
2025-08-02 21:00:00,112780.0,112937.53,112562.02,112591.56,178.1083,113398.8845,114374.8577,0.0021485243297248357,-0.005787000653086238,buy,buy
2025-08-03 00:30:00,112371.79,112992.27,111920.0,112956.04,576.82917,113192.30225,114102.9119,0.0022699067467644154,0.0055942592941273794,buy,buy
2025-08-03 08:00:00,113700.0,113790.0,113680.62,113680.62,131.31263,113091.63999999998,113785.5707,0.0022160094073777115,0.002854078205430266,hold,hold
2025-08-03 14:00:00,113939.0,114065.54,113579.69,113642.0,198.47609,113300.729,113643.26290000002,0.0021747149946962263,-0.00033972369256951573,buy,buy
2025-08-03 21:00:00,114423.77,114521.68,114383.67,114482.45,108.08955,113837.6255,113542.0472,0.001621623840724917,0.005601929646263715,hold,hold
