timestamp,open,high,low,close,volume,sma_short,sma_long,volatility,momentum,label,action
2025-06-24 21:00:00,85.14,85.18,84.81,85.11,6625.359,,,,,hold,hold
2025-06-25 01:00:00,85.05,85.36,84.83,84.98,9706.287,,,,0.005918560606060552,hold,hold
2025-06-25 05:00:00,85.15,85.26,84.57,84.88,19801.043,,,,0.0004714757190003027,hold,hold
2025-06-25 19:00:00,84.53,84.97,84.5,84.83,7731.106,84.7585,,0.0035696586196785523,-0.003524022083871703,hold,hold
2025-06-26 00:00:00,84.68,85.1,84.53,84.96,6049.834,84.678,,0.003445219144475103,0.005086951378208804,hold,hold
2025-06-26 01:00:00,84.95,85.55,84.66,85.02,10723.61,84.685,,0.0034442182903334714,0.002239773664977074,hold,hold
2025-06-27 02:00:00,85.05,85.65,84.97,85.05,15928.983,84.768,84.79359999999998,0.005318839109316224,-0.002346041055718562,hold,hold
2025-06-27 10:00:00,84.57,84.69,84.37,84.51,7616.121,84.7005,84.7732,0.005655510073722766,-0.010769050684771186,hold,hold
2025-06-27 18:00:00,83.53,83.7,83.17,83.47,9873.231,84.4395,84.6798,0.005697988567550445,-0.006664286564322275,buy,buy
2025-06-27 19:00:00,83.46,84.23,83.39,84.11,6055.861,84.4315,84.67179999999999,0.005731154828254993,0.0028615714796709213,buy,buy
2025-06-28 00:00:00,84.83,85.08,84.72,84.88,4011.887,84.4125,84.6984,0.005588093153140505,0.016892296633520987,hold,hold
2025-06-28 02:00:00,85.03,85.27,85.01,85.08,6237.147,84.424,84.7078,0.004784546988198971,0.004249291784702569,hold,hold
2025-06-28 06:00:00,85.15,85.62,85.14,85.54,8390.972,84.55699999999999,84.71860000000001,0.004457055769506947,0.007775683317625015,hold,hold
2025-06-28 07:00:00,85.54,85.55,85.3,85.37,14235.006,84.6055,84.7238,0.004328647982586776,0.004116678428605081,hold,hold
2025-06-28 08:00:00,85.37,85.43,85.12,85.25,5802.299,84.66650000000001,84.7216,0.004330473721139519,0.0019981194170193284,hold,hold
2025-06-28 11:00:00,85.68,85.77,85.36,85.41,7330.911,84.914,84.73,0.004416482885877163,0.003053435114503733,hold,hold
2025-06-28 12:00:00,85.42,85.6,85.23,85.46,7342.194,84.961,84.7316,0.004292042319063409,-0.0009352349777883573,hold,hold
2025-06-28 16:00:00,86.49,87.21,86.44,86.74,16980.498,85.39450000000001,84.8466,0.004054544170887074,0.01237161531279174,hold,hold
2025-06-28 22:00:00,86.27,86.44,86.13,86.23,6848.998,85.8485,85.06599999999999,0.0034450663539906715,-0.005879640304357725,buy,buy
2025-06-29 09:00:00,86.83,86.93,86.62,86.73,9163.39,86.45,85.43979999999999,0.0035923957551481037,0.0035871326081926558,hold,hold
2025-06-29 12:00:00,86.79,86.8,86.52,86.73,5589.411,86.51899999999999,85.57400000000001,0.0035111350807913045,-0.0003457814661134151,hold,hold
2025-06-29 17:00:00,86.75,86.89,86.51,86.64,4330.237,86.55350000000001,85.83879999999999,0.0027851059264803876,-0.0016132749481447828,hold,hold
2025-06-29 18:00:00,86.65,86.83,86.59,86.78,3719.434,86.581,85.884,0.0026992708955749962,0.0005765017871555145,hold,hold
2025-06-30 02:00:00,87.97,88.02,87.48,87.53,4940.622,87.038,86.37459999999999,0.0037273460375266423,0.0099226952809508,hold,hold
2025-06-30 16:00:00,85.96,86.32,85.72,86.05,10607.021,86.5525,86.5652,0.0052999903675008085,0.005139586496904602,hold,hold
2025-06-30 19:00:00,86.05,87.15,86.02,87.09,12748.763,86.362,86.53960000000001,0.005859315833944848,0.020506210452308382,hold,hold
2025-06-30 21:00:00,86.49,87.12,86.39,86.86,14937.302,86.228,86.54180000000001,0.0060833836986534644,0.010469986040018586,sell,sell
