timestamp,sma_short,sma_long,volatility,momentum,label,action
2025-07-16 21:00:00,13.382,12.889599999999998,0.009779663004830625,0.0467219291635268,hold,hold
2025-07-16 22:00:00,13.405000000000001,12.916200000000002,0.010592641086490934,0.010378057820607856,hold,hold
2025-07-16 23:00:00,13.419999999999998,12.9398,0.010306550380957118,-0.016715116279069853,hold,hold
2025-07-17 00:00:00,13.4395,12.963600000000001,0.010356246081681767,-0.006569343065693456,hold,hold
2025-07-17 01:00:00,13.449000000000002,12.982000000000001,0.01133245789592377,-0.023477622890682337,buy,buy
2025-07-17 02:00:00,13.4575,13.005,0.010420507878822635,-0.031182015953589493,buy,buy
2025-07-17 03:00:00,13.456999999999999,13.025600000000003,0.01065856574009473,-0.048956083513318926,buy,buy
2025-07-17 04:00:00,13.463999999999999,13.0482,0.0107116327378909,-0.025678650036683903,buy,buy
2025-07-17 05:00:00,13.482,13.075999999999999,0.011073258824961563,-0.0022172949002217113,buy,buy
2025-07-17 06:00:00,13.501,13.101599999999998,0.011060451037847256,-0.0036737692872886862,buy,buy
2025-07-17 07:00:00,13.513000000000002,13.126800000000001,0.011090004746867055,0.01577761081893314,buy,buy
2025-07-17 08:00:00,13.5285,13.153599999999999,0.011042245091774943,0.018712574850299424,buy,buy
2025-07-17 09:00:00,13.551499999999999,13.1886,0.011601971037237868,0.049962149886449536,buy,buy
2025-07-17 10:00:00,13.563999999999998,13.222199999999997,0.011786997872068437,0.03614457831325302,buy,buy
2025-07-17 11:00:00,13.584,13.253,0.01184133381782936,0.012592592592592489,buy,buy
2025-07-17 12:00:00,13.607,13.2882,0.012474173088241216,0.028761061946902533,hold,hold
2025-07-17 13:00:00,13.613,13.3212,0.012481649911238804,0.026627218934911268,buy,buy
2025-07-17 14:00:00,13.626000000000001,13.3542,0.012451324326979337,0.02571638501102136,hold,hold
2025-07-17 15:00:00,13.642999999999997,13.383199999999999,0.011764490904970617,0.007209805335256059,hold,hold
2025-07-17 16:00:00,13.638499999999999,13.414000000000001,0.012135070787167515,-0.0043604651162790775,hold,hold
2025-07-17 17:00:00,13.6405,13.4406,0.011928062440850729,0.019019751280175523,hold,hold
2025-07-17 18:00:00,13.657499999999999,13.4626,0.011889113501310793,0.0014336917562725038,hold,hold
2025-07-17 19:00:00,13.668000000000001,13.475600000000002,0.012354662073745653,-0.01008645533141217,hold,hold
2025-07-17 22:00:00,13.744500000000002,13.5336,0.011870862603036443,0.028467153284671642,sell,sell
2025-07-17 23:00:00,13.785499999999999,13.551799999999998,0.011788117721367102,0.007178750897343766,sell,sell
2025-07-18 00:00:00,13.833000000000002,13.571800000000001,0.012041710408877259,0.018611309949892574,sell,sell
2025-07-18 01:00:00,13.874,13.5896,0.010927249680131389,0.04221251819505101,sell,sell
2025-07-18 02:00:00,13.9055,13.604,0.011204743044604726,0.024548736462093768,sell,sell
2025-07-18 04:00:00,13.987,13.6466,0.011044848514954136,0.02767920511000721,sell,sell
2025-07-18 05:00:00,14.0305,13.676799999999998,0.011118787863969345,0.050605844618674345,sell,sell
2025-07-18 06:00:00,14.072,13.7042,0.011472695976783995,0.025298664792691383,sell,sell
2025-07-18 07:00:00,14.104500000000002,13.728200000000001,0.012243925616394195,0.0,sell,sell
2025-07-18 08:00:00,14.119,13.749199999999998,0.012316740049746637,0.0035236081747709314,sell,sell
2025-07-18 09:00:00,14.144500000000003,13.7726,0.0119158100770481,0.007703081232493192,sell,sell
2025-07-18 10:00:00,14.168000000000001,13.798399999999999,0.011742541619395721,-0.0034530386740332375,sell,sell
2025-07-18 11:00:00,14.1805,13.82,0.012105652302798867,-0.035278154681139706,sell,sell
2025-07-18 12:00:00,14.221499999999997,13.8468,0.012147631634233883,-0.00479780671692942,sell,sell
2025-07-18 13:00:00,14.245500000000002,13.8694,0.012220508535504722,0.006284916201117374,sell,sell
2025-07-18 14:00:00,14.248,13.883799999999999,0.013507645055518927,-0.015449438202247201,sell,sell
2025-07-18 15:00:00,14.252500000000001,13.8922,0.0137978605928654,-0.03891591382904802,hold,hold
2025-07-18 17:00:00,14.261500000000002,13.9146,0.012829377809079124,-0.016877637130801704,hold,hold
2025-07-18 18:00:00,14.242999999999999,13.9192,0.013374012669245736,-0.05509641873278226,hold,hold
2025-07-18 19:00:00,14.226500000000001,13.918000000000001,0.012947310096491443,-0.04927133934767525,hold,hold
2025-07-18 23:00:00,14.097000000000003,13.906400000000001,0.012680687501678436,-0.02217453505007161,hold,hold
2025-07-19 00:00:00,14.0435,13.901999999999997,0.01275846448699903,-0.022594752186588907,buy,buy
2025-07-19 02:00:00,13.9365,13.902999999999999,0.013059762546455975,0.011086474501108778,buy,buy
2025-07-19 03:00:00,13.919999999999998,13.9166,0.013881597360310137,0.02792064658339455,hold,hold
2025-07-19 04:00:00,13.911000000000001,13.9306,0.013583643923067736,0.032305433186490484,hold,hold
2025-07-19 05:00:00,13.888499999999999,13.9452,0.013029733427699215,0.01975128017556682,hold,hold
2025-07-19 06:00:00,13.8625,13.957799999999999,0.012919741915124449,0.03728560775540646,hold,hold
2025-07-19 07:00:00,13.839500000000001,13.963,0.012580065864576214,0.01850481125092518,hold,hold
2025-07-19 08:00:00,13.798000000000002,13.965600000000002,0.01257357035420662,0.0007309941520468044,buy,buy
2025-07-19 09:00:00,13.761500000000002,13.968799999999998,0.012309825303420096,-0.022158684774839177,buy,buy
2025-07-19 10:00:00,13.742500000000001,13.9694,0.012267851023207363,-0.02987197724039825,buy,buy
2025-07-19 11:00:00,13.729499999999998,13.963400000000002,0.012005691561754272,-0.02654232424677183,buy,buy
2025-07-19 12:00:00,13.7155,13.961000000000002,0.011085051522114218,-0.019410496046010084,buy,buy
2025-07-19 13:00:00,13.6945,13.958799999999998,0.011056744275632862,-0.014534883720930147,buy,buy
2025-07-19 14:00:00,13.679000000000002,13.948000000000002,0.009934759357918568,-0.020452885317750136,buy,buy
2025-07-19 15:00:00,13.675999999999998,13.943200000000001,0.010325416667064675,-0.0029239766081871066,buy,buy
2025-07-19 16:00:00,13.690999999999999,13.9406,0.01065121610521074,0.013929618768328433,buy,buy
2025-07-19 17:00:00,13.6995,13.9368,0.010627619371532407,0.015475313190862039,buy,buy
2025-07-19 18:00:00,13.718,13.942600000000002,0.010370055656228372,0.0256598240469208,buy,buy
2025-07-19 19:00:00,13.742,13.947000000000001,0.010576526125832823,0.043510324483775786,buy,buy
2025-07-19 20:00:00,13.776500000000002,13.9496,0.010221897392043048,0.05145413870246074,buy,buy
2025-07-19 21:00:00,13.804000000000002,13.956,0.010223778941875476,0.030791788856304958,buy,buy
2025-07-19 22:00:00,13.824000000000002,13.960600000000001,0.010222778828895397,0.018076644974692746,buy,buy
2025-07-19 23:00:00,13.8325,13.9664,0.010250105417183752,0.027576197387518153,buy,buy
2025-07-20 00:00:00,13.8325,13.9658,0.00946924832987246,0.005003573981415377,buy,buy
