imestamp,open,high,low,close,volume,sma_short,sma_long,volatility,momentum,label,action
2025-07-10 10:00:00,671.28,671.33,669.29,670.22,8389.517,668.8165,664.1161999999999,0.002386750937341098,-0.0033014097912081874,buy,buy
2025-07-10 20:00:00,675.92,677.1,675.6,676.4,5050.831,671.7855,666.5544,0.002299403628790435,0.010306198655713139,buy,buy
2025-07-11 03:00:00,690.23,691.21,689.22,689.45,7891.676,677.603,670.3908,0.0032937007168008614,0.00695205129328591,hold,hold
2025-07-11 13:00:00,689.71,691.38,688.41,690.81,9967.885,686.6705,675.8394000000001,0.0038767471348368845,0.008643723809662829,hold,hold
2025-07-11 17:00:00,694.0,696.4,693.31,695.56,19331.285,689.4905,678.2472,0.004380596663280622,0.01053304470369465,hold,hold
2025-07-11 21:00:00,691.28,692.2,686.92,688.8,7216.24,690.488,680.4517999999999,0.003964204890370848,0.0022407822367080943,hold,hold
2025-07-12 02:00:00,693.78,694.77,692.75,692.98,3823.333,690.693,682.6954000000001,0.004136680139072179,0.0024592061104038443,hold,hold
2025-07-12 15:00:00,685.16,685.4,679.63,681.19,12359.029,690.762,687.8510000000001,0.003814301056363119,-0.01831676034010654,buy,buy
2025-07-12 17:00:00,683.87,686.5,683.84,686.38,3566.97,690.27,688.5024000000001,0.003352501402753769,-0.007891998149861301,hold,hold
2025-07-12 20:00:00,684.5,684.6,680.85,680.86,2523.414,689.4425,689.0694,0.003402840621313959,-0.006290409679349573,buy,buy
2025-07-13 01:00:00,687.06,687.61,686.17,687.37,3450.901,687.5925,689.4598,0.0031500203533862746,0.004192841490138877,hold,hold
2025-07-13 03:00:00,687.56,687.66,686.5,686.88,1731.764,686.9105000000001,689.4042,0.003053049931568216,0.004151803988071023,buy,buy
2025-07-13 04:00:00,686.89,687.59,686.76,687.58,1986.182,686.693,689.3512,0.002936405812573023,0.0037664233576641948,buy,buy
2025-07-13 09:00:00,689.98,690.16,688.07,688.7,2280.614,686.267,689.3703999999999,0.002804274312711871,0.0026496622408573867,buy,buy
2025-07-13 11:00:00,689.97,691.22,689.33,691.15,3485.313,687.0055,689.447,0.002803246195298444,0.0041989945660070305,buy,buy
2025-07-13 15:00:00,691.83,693.5,689.8,691.21,6427.689,688.3280000000001,689.6267999999999,0.0020899504441377332,0.0036445476985624836,hold,hold
2025-07-14 01:00:00,691.12,691.7,689.94,690.12,4779.945,690.816,689.5282000000001,0.0015842884638114887,-0.0021543933719870845,hold,hold
2025-07-14 03:00:00,692.56,699.0,692.33,697.15,20083.085,691.3425,689.6142,0.002131814950111482,0.008214383848901496,sell,sell
2025-07-14 07:00:00,697.25,707.54,697.24,706.42,28230.165,693.3774999999999,690.1732,0.003458103535467623,0.02361908073958152,sell,sell
2025-07-14 08:00:00,706.43,706.7,702.93,704.53,11696.897,694.0055,690.3866,0.003531134457329478,0.017283701051172606,sell,sell
2025-07-14 09:00:00,704.53,706.2,703.65,704.38,13055.088,694.62,690.5898000000001,0.003492094133163834,0.010370795381194897,sell,sell
2025-07-14 10:00:00,704.39,706.04,700.84,705.64,12968.016,695.3100000000001,690.864,0.0034913288872002847,0.009008493722652666,sell,sell
2025-07-14 11:00:00,705.64,705.69,702.76,704.42,8815.689,695.9705,691.0744,0.0035289386361725323,0.009935626317223223,sell,sell
2025-07-14 12:00:00,704.42,705.24,703.1,704.05,6800.498,696.7365,691.2776000000001,0.003538046008024516,0.00975259949802787,sell,sell
2025-07-14 13:00:00,704.06,704.5,701.02,703.45,6913.195,697.3805,691.5097999999999,0.003551197169702211,-0.004204297726564832,sell,sell
2025-07-14 14:00:00,703.46,704.39,696.54,698.7,12237.387,697.7255,691.7237999999999,0.0038593020529342384,-0.00827502022625004,sell,sell
2025-07-14 19:00:00,689.25,691.2,687.87,690.06,4324.307,697.7155,692.4054,0.004297779060325358,-0.019034757267751945,hold,hold
2025-07-15 09:00:00,679.29,680.33,676.48,676.6,5575.458,686.8415,691.813,0.002983546856758977,-0.004663342012739546,buy,buy
2025-07-15 12:00:00,680.49,683.2,677.7,681.51,10094.985,684.667,691.2656,0.003248136575342318,-0.0009967897506560908,buy,buy
2025-07-15 14:00:00,685.52,687.75,676.81,678.49,14091.618,683.7895,690.8832000000001,0.0038670759551651026,-0.0011629961135318778,buy,buy
2025-07-15 21:00:00,684.83,689.25,684.68,689.23,3271.291,682.4835,690.1253999999999,0.004205093309246607,0.008973795930317552,buy,buy
2025-07-16 04:00:00,687.87,688.15,685.2,687.22,3800.372,685.4300000000001,689.859,0.004074634516286646,-0.0053839696645150426,buy,buy
2025-07-16 05:00:00,687.22,689.76,687.11,689.1,5599.555,686.0550000000001,689.698,0.004087290821517248,-0.0011885435992577964,buy,buy
2025-07-16 06:00:00,689.1,691.12,688.04,691.07,4335.005,686.6445000000001,689.5326,0.004115953281775714,-0.002353111014869347,buy,buy
2025-07-16 09:00:00,693.1,695.71,692.85,694.99,7431.388,688.277,689.1126,0.0038641941085353713,0.010336105134616469,buy,buy
2025-07-16 10:00:00,695.0,695.0,693.11,693.31,5243.013,689.018,688.8882000000001,0.003879982730097068,0.008861790983964335,buy,buy
2025-07-16 12:00:00,694.38,695.85,692.7,692.78,8923.521,689.986,688.4309999999999,0.003927523204606509,0.0024744237197389385,buy,buy
2025-07-16 14:00:00,692.77,703.6,692.0,703.3,22920.598,691.1134999999999,688.1829999999999,0.004188693298111433,0.014731131599070801,buy,buy
2025-07-16 15:00:00,703.31,706.34,696.63,700.2,24034.366,691.894,688.118,0.004197887467204418,0.007496510741161755,buy,buy
2025-07-16 21:00:00,712.79,715.56,711.06,712.58,13797.019,697.325,689.9241999999999,0.004294713507091388,0.01768066266780921,buy,buy
2025-07-16 23:00:00,710.69,711.42,706.38,708.61,8975.406,699.5139999999999,690.6552,0.004413874890448441,0.003981297818078877,buy,buy
2025-07-17 05:00:00,711.29,713.12,706.14,712.75,11827.387,706.302,693.9959999999999,0.005695590469235063,0.005842423900311866,buy,buy
2025-07-17 12:00:00,717.64,719.7,713.98,719.08,11620.787,714.073,699.4458,0.006319395025586907,-0.0027044644466942547,buy,buy
2025-07-17 13:00:00,719.08,722.42,711.96,720.03,19480.567,714.7845,700.2366000000001,0.006310684628811858,-0.001206824802330475,buy,buy
2025-07-17 17:00:00,715.74,719.55,713.96,718.99,12653.736,716.8235,703.2769999999999,0.005923913081791545,0.001867205462272814,buy,buy
2025-07-17 19:00:00,720.21,720.65,715.07,715.61,6204.908,717.6495,704.5382,0.006081760879126226,-0.006138633112509173,buy,buy
2025-07-17 21:00:00,716.02,723.82,715.91,723.03,12470.307,718.043,705.918,0.006162282437312547,0.002315071531551416,buy,buy
2025-07-17 22:00:00,723.04,725.49,722.02,723.33,9375.311,718.2855000000001,706.6882,0.006123039374043264,0.010618529333687343,hold,hold
2025-07-18 13:00:00,749.78,765.56,749.21,756.44,84558.19,734.1215,721.0928,0.006623848401245884,0.021829577997514615,sell,sell
2025-07-18 14:00:00,756.44,759.3,739.21,747.41,43316.968,735.4815,722.1854000000001,0.007144853131114354,0.0156821177653661,sell,sell
2025-07-18 15:00:00,747.41,747.41,731.32,737.81,28535.181,736.5915,723.0862,0.007630110813870461,-0.0014886792708178609,hold,hold
2025-07-18 23:00:00,731.48,731.75,723.75,729.92,10561.665,739.5645,727.5142000000001,0.007971835213667611,-0.01505910293085777,hold,hold
2025-07-19 05:00:00,737.01,737.25,733.96,734.71,4283.457,736.222,729.6434000000002,0.007719577066687007,0.006562362998684845,buy,buy
2025-07-19 10:00:00,732.7,738.66,730.95,736.0,11028.723,732.904,731.238,0.007572908141993373,-0.0013704020298231923,buy,buy
2025-07-19 16:00:00,730.81,733.18,728.34,732.11,6038.711,732.459,733.0043999999999,0.005789907302211238,-0.005285326086956532,buy,buy
2025-07-19 20:00:00,734.46,735.71,732.77,732.77,3762.888,732.9725000000001,734.0162000000001,0.005363662695874117,0.005364541887330931,buy,buy
2025-07-20 01:00:00,734.15,741.49,734.14,738.67,11008.583,733.283,735.4218,0.004486283172209622,0.005718409193023355,buy,buy
2025-07-20 02:00:00,738.66,741.79,737.5,741.73,7530.304,733.77,735.6888,0.004427349114470167,0.012227574818838072,buy,buy
2025-07-20 04:00:00,742.92,744.17,740.98,741.9,6152.122,734.863,736.0992,0.004232940944891244,0.012791284998566521,buy,buy
2025-07-20 05:00:00,741.9,744.29,738.92,743.66,6703.217,735.411,736.2437999999999,0.004189110301440327,0.014266230223676901,buy,buy
2025-07-20 06:00:00,743.66,743.91,741.46,742.16,3463.431,735.7189999999999,736.216,0.004129080815945865,0.010924346854823241,buy,buy
2025-07-20 08:00:00,744.68,750.89,744.65,750.8,12500.649,736.562,736.2603999999999,0.004382148863812707,0.012228169279926648,buy,buy
2025-07-20 10:00:00,748.9,749.7,745.06,745.18,12661.896,738.0329999999999,736.6192,0.0045164085638247,0.0044210810082221386,buy,buy
2025-07-20 12:00:00,748.76,749.0,745.95,747.5,7367.379,739.7,736.9778,0.004413114179812687,0.007195213970033532,buy,buy
2025-07-21 06:00:00,761.76,766.94,761.08,764.01,13302.537,754.317,743.7732,0.0052099053219724,0.011009805608119594,hold,hold
2025-07-21 10:00:00,765.22,776.4,762.82,776.39,24678.976,758.005,746.4958,0.005661403494780392,0.020773347006928677,hold,hold
2025-07-21 13:00:00,772.46,777.0,766.91,775.23,22190.943,761.1605000000001,748.721,0.006086244032609281,0.019516300845618728,hold,hold
2025-07-21 16:00:00,774.35,775.23,760.62,764.04,28596.922,764.2284999999999,750.932,0.006746945363355985,-0.01590695397931452,hold,hold
2025-07-21 21:00:00,757.21,762.66,755.61,761.9,5802.522,765.3665,753.7984000000001,0.006441140117278638,-0.016078000903984035,buy,buy
2025-07-21 23:00:00,764.04,767.43,762.61,766.22,5456.889,765.829,755.1410000000001,0.006381002830186465,0.0020532269665860525,hold,hold
2025-07-22 00:00:00,766.22,770.0,763.23,763.71,9002.484,765.9849999999999,755.7646,0.006415906382975094,0.0056093225360458465,hold,hold
2025-07-22 02:00:00,769.9,772.0,764.28,766.18,13609.537,766.5,757.1392,0.0062250450241336,0.011846119306401004,hold,hold
2025-07-22 06:00:00,751.52,760.5,750.06,757.96,11446.205,763.953,758.1317999999999,0.007831549523840447,-0.007529035890586733,buy,buy
2025-07-22 11:00:00,762.35,765.58,760.62,765.57,8900.766,760.751,759.6419999999999,0.006887997895283499,0.01870899921491409,buy,buy
2025-07-23 03:00:00,795.56,797.09,790.33,797.09,14706.017,774.3145,767.9331999999999,0.007037708015649327,0.02627851882371135,hold,hold
2025-07-23 04:00:00,797.09,801.18,794.47,799.69,22587.305,776.3415,768.7708,0.005329765672687656,0.028923971642155877,sell,sell
2025-07-23 05:00:00,799.69,801.65,795.89,796.13,21615.641,778.1220000000001,769.4292,0.005404074534266431,0.012012508262571941,sell,sell
2025-07-23 06:00:00,796.13,797.69,792.44,794.34,15134.082,779.7215,770.1042,0.005318631984415196,-0.006553440556292034,sell,sell
2025-07-23 07:00:00,794.35,799.14,792.23,794.42,15154.018,781.164,770.7574000000001,0.005320640506990916,-0.0006541374191764149,sell,sell
2025-07-23 08:00:00,794.42,796.95,790.76,793.46,13472.408,782.6465000000001,771.3464,0.005358874864221637,-0.0026271133178302764,sell,sell
2025-07-23 09:00:00,793.46,794.71,790.61,791.53,14248.279,784.2315,771.9692,0.005430002203093325,-0.0069753729189928615,sell,sell
2025-07-23 10:00:00,791.53,799.9,788.24,799.4,28119.86,785.9950000000001,772.6816,0.005685689491785336,-0.00036264052320278406,sell,sell
2025-07-23 11:00:00,799.4,808.81,797.03,808.46,43622.728,788.2284999999999,773.5462,0.005984257899836544,0.015487420396166574,sell,sell
2025-07-23 12:00:00,808.47,809.84,794.12,795.3,39028.455,789.5674999999999,773.9244,0.007037946176080547,0.0012085504947503267,sell,sell
2025-07-23 14:00:00,780.99,790.14,779.57,787.18,30173.099,790.903,774.4592,0.008070269987359525,-0.007914702694527875,hold,hold
2025-07-23 16:00:00,784.43,784.56,765.58,765.77,43030.974,790.9415,774.3833999999999,0.009500470667998823,-0.04206905178884157,hold,hold
2025-07-24 00:00:00,776.74,784.54,772.68,784.15,13501.528,783.7675,776.0064,0.009232207750140943,0.01071097133429566,hold,hold
2025-07-24 02:00:00,783.98,786.16,780.5,782.51,9410.958,782.5685000000001,776.7375999999999,0.00916953417044511,0.025570117955439065,sell,sell
2025-07-24 03:00:00,782.52,784.08,778.72,779.44,9661.206,781.8195,776.9286,0.009175750744882239,0.014090370929340068,sell,sell
2025-07-24 04:00:00,779.44,780.1,766.26,767.39,14241.258,780.516,776.9528,0.009593554919867724,-0.00842475223217165,hold,hold
2025-07-24 06:00:00,751.6,757.43,743.73,749.47,44307.644,776.022,776.8662,0.010335220557118597,-0.0442262322259771,buy,buy
2025-07-24 08:00:00,759.09,767.34,756.35,766.33,12596.57,772.105,777.1852,0.011032139588203283,-0.020677052050453004,hold,hold
2025-07-24 22:00:00,776.67,779.9,774.16,777.71,6286.062,770.6285,779.6366,0.008230540476289124,0.0040538621428662935,hold,hold
2025-07-25 11:00:00,769.44,772.83,769.43,771.67,6324.168,769.982,772.6492,0.006495663157500481,0.014874533115892374,buy,buy
2025-07-25 14:00:00,774.2,774.53,760.88,761.03,18820.525,768.5775,770.7754,0.006606236366873843,-0.005176538255402097,buy,buy
2025-07-25 15:00:00,761.03,767.99,760.12,765.63,13939.533,767.9114999999999,770.4682,0.006725450958198585,-0.007338355223067805,buy,buy
2025-07-26 00:00:00,785.44,785.7,781.59,782.35,6539.804,772.1135,771.3838000000001,0.006469303008333038,0.008520896176553938,buy,buy
2025-07-26 04:00:00,783.53,784.18,780.83,781.94,4340.429,776.0645,771.3878000000001,0.005560637333520072,-0.0019146329010517604,buy,buy
2025-07-26 08:00:00,782.55,784.4,781.64,784.03,3558.504,778.2315000000001,773.0297999999999,0.005347398383261313,0.0005870566764933915,buy,buy
2025-07-26 10:00:00,783.95,785.6,782.0,782.01,5511.97,779.768,773.8406,0.0051277775192635905,8.952093510994352e-05,buy,buy
2025-07-26 16:00:00,781.31,781.81,779.35,779.9,4032.699,782.0725,775.4094,0.0028623844251518685,-0.0026981752151507,buy,buy
2025-07-26 18:00:00,779.53,782.73,779.06,781.98,3089.623,782.0305000000001,775.5838,0.0028324109725237907,-0.0006773076382410315,buy,buy
2025-07-27 00:00:00,793.3,799.0,791.04,797.19,13852.345,784.304,776.8579999999998,0.0027589792769461834,0.01945062533568631,buy,buy
2025-07-27 01:00:00,797.2,799.25,795.54,795.98,12395.078,785.0675,777.3628,0.0025372610803841783,0.014155210417011732,buy,buy
2025-07-27 07:00:00,795.73,797.86,795.0,796.41,3480.967,788.9559999999999,781.325,0.0022351211630099537,0.0005402145782555934,buy,buy
2025-07-27 18:00:00,822.78,828.0,822.54,826.94,13419.636,800.8465,789.4692,0.005144333404128764,0.0396660757615761,hold,hold
2025-07-27 22:00:00,838.42,847.12,837.4,839.84,31132.1233,808.7345,794.187,0.005320565060557564,0.02588407744457344,hold,hold
2025-07-28 00:00:00,844.0,847.96,841.36,842.3,30299.513,813.5205,796.6662000000001,0.005400311738195804,0.018574503591554326,hold,hold
2025-07-28 02:00:00,845.31,855.01,842.5,843.16,45938.1885,818.3025,799.0795999999999,0.005385100859615408,0.015256053655070989,sell,sell
2025-07-28 06:00:00,849.23,854.94,848.89,850.48,27083.514,828.165,804.1757999999999,0.005582063460752151,0.009711504214650502,sell,sell
2025-07-28 07:00:00,850.48,860.0,846.66,855.77,38088.8247,831.1184999999999,805.677,0.00560869816291421,0.012374158592705742,sell,sell
2025-07-28 08:00:00,855.77,860.0,853.79,857.57,26640.124,834.2275,807.1746,0.0056025894185799344,0.017090469187343027,sell,sell
2025-07-28 09:00:00,857.56,861.1,852.27,853.94,25826.21,837.2104999999999,808.6024000000001,0.005541248059533166,0.014578160086494929,sell,sell
2025-07-28 10:00:00,853.9,853.9,845.09,846.54,24457.751,839.6720000000001,809.8526,0.006007830247102948,0.006563458657344645,sell,sell
2025-07-28 11:00:00,846.54,851.88,845.0,850.59,11701.016,841.4525,811.1854,0.005968553327775739,0.001613245095499316,sell,sell
2025-07-28 12:00:00,850.59,857.5,847.34,849.86,23707.67,843.0129999999999,812.5424,0.0059455160585769945,-0.0007290000940645136,sell,sell
2025-07-28 13:00:00,849.86,851.55,839.14,842.9,28532.08,844.0184999999999,813.7664,0.00630393954730876,-0.015039087605314472,sell,sell
2025-07-28 14:00:00,842.89,848.12,831.81,832.86,29660.588,844.3145000000001,814.7734000000002,0.00694570479655202,-0.02881397436943922,sell,sell
2025-07-28 15:00:00,832.85,841.46,830.74,836.18,21211.921,844.606,815.8578,0.005467388084626331,-0.02079771412511433,sell,sell
2025-07-28 16:00:00,836.18,841.1,833.46,838.25,17000.821,844.994,817.0148000000002,0.005427793706319754,-0.009792803647789783,sell,sell
2025-07-28 18:00:00,832.67,833.52,825.61,829.87,21623.862,844.208,819.0412,0.005538786656936572,-0.02352152119172568,sell,sell
2025-07-28 19:00:00,829.87,835.82,827.38,831.74,9043.56,843.5949999999999,820.0856,0.005493598986053738,-0.013240004745521339,sell,sell
2025-07-28 20:00:00,831.73,832.45,822.99,824.04,10520.011,842.682,820.9268000000001,0.005814870701068352,-0.010590015128593144,sell,sell
2025-07-28 22:00:00,825.65,830.28,821.04,824.96,16672.403,840.7890000000001,822.5440000000001,0.0054279676050497955,-0.015854458693707052,hold,hold
2025-07-29 00:00:00,824.07,833.33,821.58,831.01,20223.887,839.4085000000001,824.0332,0.005621253521565551,0.0013737091351657682,sell,sell
2025-07-29 03:00:00,817.13,830.21,817.12,829.09,14972.009,835.2654999999999,825.7561999999999,0.00683427753872284,0.004166414340216917,sell,sell
2025-07-29 04:00:00,829.08,833.41,826.45,827.35,10766.347,833.7545,826.4055999999999,0.00684104975212443,0.0028971101629169382,sell,sell
2025-07-29 05:00:00,827.35,834.14,825.57,832.68,9311.867,832.6915000000001,827.1736,0.006652932319306605,0.010448141541373746,sell,sell
2025-07-29 06:00:00,832.68,833.62,828.63,830.04,13673.493,831.8665000000001,827.8484,0.006651363639982382,-0.0011672543050024187,sell,sell
2025-07-29 07:00:00,830.05,831.38,825.07,825.3,22041.429,830.6020000000001,828.4122,0.006533717224515535,-0.0013310745401742263,sell,sell
2025-07-29 08:00:00,825.29,831.05,824.89,826.94,13235.693,829.4559999999999,829.0366,0.00653098160619912,0.012017818680242875,sell,sell
2025-07-29 09:00:00,826.94,832.82,824.29,832.79,21884.486,828.9504999999999,829.7642,0.006729620353540589,0.004462724191583556,sell,sell
2025-07-29 10:00:00,832.8,833.81,821.0,822.06,16805.646,828.4105,830.2538000000001,0.006988069355457551,-0.006393908261316361,sell,sell
2025-07-29 11:00:00,822.06,829.06,821.4,826.3,12997.695,827.9165,830.9118,0.007002377113021038,-0.007662007013498617,sell,sell
2025-07-29 12:00:00,826.3,830.3,822.41,822.61,13341.793,827.1344999999999,831.409,0.007033751819442307,-0.008951375837308984,sell,sell
2025-07-29 13:00:00,822.61,824.05,814.03,815.12,18971.764,826.257,831.7774000000001,0.0070749180179948,-0.012334908518114585,sell,sell
2025-07-29 14:00:00,815.13,816.7,808.36,811.62,29067.504,825.3444999999999,832.1020000000001,0.006744682779113881,-0.018526132488451474,hold,hold
2025-07-29 17:00:00,806.83,815.8,806.44,815.5,36048.82,822.6539999999999,832.523,0.007130830480332718,-0.01307031344547982,sell,sell
2025-07-29 18:00:00,815.49,815.5,806.28,807.64,10643.855,821.7879999999999,832.3027999999999,0.00733924071604386,-0.018198174104375187,sell,sell
