timestamp,sma_20,sma_50,volatility,momentum,label,action
2025-06-21 19:00:00,,,,,hold,hold
2025-06-22 03:00:00,,,,0.010550076058687852,hold,hold
2025-06-22 22:00:00,2.01086,,0.011045658270837522,0.028510225939715417,buy,buy
2025-06-22 23:00:00,2.00875,,0.011009717412006844,0.0208502024291497,buy,buy
2025-06-23 02:00:00,1.9995249999999998,,0.010644006423466839,0.024387765470988754,buy,buy
2025-06-23 12:00:00,2.0040649999999998,,0.010231067480105292,-0.0010384729502523893,buy,buy
2025-06-23 15:00:00,2.01118,,0.008083079650457663,-0.0042337002540219215,buy,buy
2025-06-23 17:00:00,2.014785,,0.009891187132172826,0.013091490531154548,buy,buy
2025-06-23 18:00:00,2.016305,2.024676,0.009925583150181312,0.013316172466709686,buy,buy
2025-06-24 04:00:00,2.06984,2.0364519999999997,0.01074819787810348,-0.004031510658016546,hold,hold
2025-06-24 05:00:00,2.07962,2.03933,0.011687601029640211,0.020802446256486418,hold,hold
2025-06-24 13:00:00,2.14924,2.058888,0.01157623687154186,-0.001790798053081022,hold,hold
2025-06-24 23:00:00,2.1893350000000003,2.105188,0.007047080112118086,-0.004047846454723336,hold,hold
2025-06-25 05:00:00,2.190155,2.125108,0.004103183867385583,-0.004338295734770292,hold,hold
2025-06-25 13:00:00,2.191835,2.153356,0.005028212904669623,0.017432284040995727,sell,sell
2025-06-26 00:00:00,2.1897450000000003,2.185044,0.005393312266465698,-0.0005939598848632155,sell,sell
2025-06-26 01:00:00,2.19059,2.18582,0.0054304977150445854,-0.0038536519018906867,sell,sell
2025-06-26 02:00:00,2.191495,2.186846,0.005404181405655127,0.0026865807567961753,sell,sell
2025-06-26 03:00:00,2.19198,2.187668,0.005425310581756986,0.003932866877029317,sell,sell
2025-06-26 05:00:00,2.192795,2.1896459999999998,0.005443816226631123,0.0013724324077037942,sell,sell
2025-06-26 06:00:00,2.19264,2.190408,0.005437217414662265,0.0,sell,sell
2025-06-26 07:00:00,2.19237,2.190138,0.005439384454870654,-0.003367922810850188,sell,sell
2025-06-26 08:00:00,2.1924300000000003,2.190082,0.005433196617545658,-0.005812897366030856,sell,sell
2025-06-26 11:00:00,2.188075,2.189674,0.0055200948239540444,-0.008314678605692238,hold,hold
2025-06-26 12:00:00,2.18716,2.18913,0.005625460839480998,-0.013989210935356877,hold,hold
2025-06-26 13:00:00,2.18386,2.187922,0.0052012365553733,-0.030322403872499626,hold,hold
2025-06-26 21:00:00,2.155395,2.176414,0.004946151848005625,-0.0007075805462521956,hold,hold
2025-06-27 01:00:00,2.1361149999999998,2.168358,0.005311505975322048,-0.013551665725578754,buy,buy
2025-06-27 04:00:00,2.123755,2.1633739999999997,0.005440655477479996,0.00018957345971570838,buy,buy
2025-06-27 13:00:00,2.102335,2.146856,0.005146030063030829,0.004508177065848162,buy,buy
2025-06-27 16:00:00,2.09729,2.14019,0.00608434686394504,0.010090383051982288,buy,buy
2025-06-27 17:00:00,2.0959700000000003,2.1384,0.006270747844318746,0.0005260892438663234,buy,buy
2025-06-27 22:00:00,2.099195,2.130562,0.006968029450962046,0.013114288419657116,hold,hold
2025-06-28 18:00:00,2.18425,2.135644,0.004964536898343114,0.0026989935956083233,hold,hold
2025-06-29 15:00:00,2.18627,2.170672,0.002231703863131493,-0.002877237851662384,hold,hold
2025-06-29 16:00:00,2.1866849999999998,2.173,0.0020674296776861246,-0.0010955402382800683,hold,hold
2025-06-29 22:00:00,2.188975,2.184406,0.0028853112181830795,0.011652881232006695,hold,hold
2025-06-30 08:00:00,2.1912000000000003,2.189768,0.003440904348313841,-0.008831026948288412,hold,hold
2025-06-30 11:00:00,2.18995,2.189152,0.003439233275262149,-0.006250570307509862,hold,hold
2025-06-30 19:00:00,2.197115,2.191922,0.008633579238069058,0.0636922230374175,sell,sell
2025-06-30 20:00:00,2.2017800000000003,2.19399,0.008967534058793962,0.05443770672546866,sell,sell
2025-06-30 21:00:00,2.205495,2.195782,0.009220947746586897,0.03780554542137904,sell,sell
2025-07-01 05:00:00,2.224355,2.203646,0.009573128526972657,-0.009390931043735118,hold,hold
2025-07-01 20:00:00,2.202385,2.205504,0.004611989915842498,-0.00640673622551724,buy,buy
2025-07-02 00:00:00,2.190855,2.2037720000000003,0.003942220568929893,-0.0009689475384118129,buy,buy
2025-07-02 03:00:00,2.184945,2.202432,0.004279962193984512,0.004365006432641039,buy,buy
2025-07-02 06:00:00,2.18232,2.202088,0.004065839049249377,0.012516164788472173,buy,buy
2025-07-02 13:00:00,2.17926,2.202718,0.0041150887338756255,-0.004881386861314008,buy,buy
2025-07-02 21:00:00,2.207795,2.2075299999999998,0.005519838038064247,0.019844498689087775,hold,hold
2025-07-03 00:00:00,2.21663,2.205406,0.005756392177942584,-0.004173140954494947,hold,hold
2025-07-03 08:00:00,2.2462,2.210506,0.005784229085891561,0.015523932729624823,hold,hold
2025-07-04 00:00:00,2.274895,2.237628,0.005711875402919993,-0.007240335249462548,hold,hold
2025-07-04 02:00:00,2.272875,2.240938,0.005905760419370974,-0.014802125883954909,hold,hold
2025-07-04 04:00:00,2.26952,2.24357,0.005860221123232847,-0.010645346525906763,hold,hold
2025-07-04 07:00:00,2.260125,2.246396,0.005796361595750037,-0.017170420852325563,hold,hold
2025-07-05 13:00:00,2.22112,2.237592,0.003121439044258199,-0.0013034879539733923,buy,buy
2025-07-05 20:00:00,2.220275,2.229578,0.0024075056834490364,-0.007900879870712751,buy,buy
2025-07-06 06:00:00,2.21853,2.2216579999999997,0.002288503397835732,0.005404431633939888,hold,hold
2025-07-06 07:00:00,2.218825,2.221324,0.002284560028279329,0.004237670183031117,hold,hold
2025-07-06 09:00:00,2.22149,2.2221379999999997,0.0027684098188058654,0.016783216783216703,hold,hold
2025-07-06 10:00:00,2.223855,2.2231739999999998,0.003290998065005535,0.02459127144980422,hold,hold
2025-07-06 11:00:00,2.2258,2.223752,0.0035741260733419848,0.017363141559084028,hold,hold
2025-07-06 15:00:00,2.2385349999999997,2.227308,0.0038386987791827146,0.010338554377246512,buy,buy
2025-07-06 17:00:00,2.244295,2.229436,0.003843381609084188,0.0027855153203342198,hold,hold
2025-07-07 08:00:00,2.269835,2.243756,0.0042415298560746694,0.0008359732488560923,hold,hold
2025-07-08 05:00:00,2.28604,2.272184,0.008659592183146686,-0.001056896248018191,buy,buy
2025-07-08 16:00:00,2.276835,2.279712,0.004476035351861766,-0.0010030090270812808,buy,buy
2025-07-08 20:00:00,2.284665,2.28316,0.00404565551362361,0.006001138902273384,buy,buy
2025-07-09 07:00:00,2.307835,2.293018,0.00396997752273084,0.009744056125763345,buy,buy
2025-07-09 08:00:00,2.309695,2.2945620000000004,0.0039726020877194615,0.010993767313019376,buy,buy
2025-07-09 10:00:00,2.31551,2.297512,0.004202831821205982,0.015464139564936641,buy,buy
2025-07-09 11:00:00,2.320275,2.2995259999999997,0.00458293592574987,0.02293715905674154,buy,buy
2025-07-09 12:00:00,2.32494,2.301506,0.004581573581595628,0.024670133665706695,buy,buy
2025-07-09 17:00:00,2.34174,2.308184,0.004508415738297001,-0.0005458744488767708,buy,buy
2025-07-10 07:00:00,2.4040299999999997,2.346722,0.006241041752789515,0.002220759993419863,buy,buy
2025-07-10 14:00:00,2.425955,2.369014,0.006093268513930351,-0.00371458894603649,buy,buy
2025-07-10 15:00:00,2.4276150000000003,2.37219,0.006131636596185863,0.0041324004746123855,buy,buy
2025-07-10 18:00:00,2.4394850000000003,2.384186,0.006487389026695115,0.018331355620115453,buy,buy
2025-07-10 19:00:00,2.44431,2.388,0.006075164742674585,0.03015944954884442,buy,buy
2025-07-10 21:00:00,2.4553350000000003,2.396166,0.0062944008319769425,0.03740526444462544,buy,buy
2025-07-10 22:00:00,2.4614800000000003,2.401162,0.006308596736746334,0.029097963142580063,buy,buy
