timestamp,sma_short,sma_long,volatility,momentum,action
2025-07-21 08:00:00,3759.5837500000002,3666.2259000000004,0.004833922304664087,0.01582188814815222,sell
2025-07-21 08:30:00,3760.333,3668.2915000000003,0.004798470736643867,0.009146984887706378,sell
2025-07-21 09:00:00,3761.0910000000003,3670.2531,0.0047729899092546066,0.0036364023292128067,sell
2025-07-21 09:30:00,3761.6730000000002,3672.2597000000005,0.004766669320323324,0.003928279621117969,sell
2025-07-21 10:30:00,3763.4190000000003,3676.9463,0.004954473007084881,0.013049742673642006,sell
2025-07-21 11:00:00,3764.9927500000003,3679.5564,0.004904328964332993,0.01719601378450797,sell
2025-07-21 11:30:00,3765.5587499999992,3682.0622999999996,0.004739088048870266,0.006841474988170226,hold
2025-07-21 12:00:00,3766.14275,3684.6249,0.00461314150829574,0.002968271829549174,sell
2025-07-21 12:30:00,3766.1809999999996,3687.1537,0.0045748067648964,0.006165228113440113,sell
2025-07-21 13:00:00,3766.5677500000006,3689.3165000000004,0.0046499536407557645,-0.0029365098159944703,hold
2025-07-21 13:30:00,3768.5935000000004,3691.9877,0.004781018411604178,0.008495943437820896,sell
2025-07-21 14:00:00,3770.73525,3694.8510000000006,0.004808136690097577,0.009265277445193787,sell
2025-07-21 14:30:00,3773.0080000000003,3697.6432,0.004757037516338415,0.016801895408399492,sell
2025-07-21 15:00:00,3774.7737499999994,3700.3298999999997,0.00474879345183881,0.015871164733572307,sell
2025-07-21 17:00:00,3778.13125,3709.6572,0.004662783005472384,-0.012928359920513444,hold
2025-07-21 18:30:00,3779.37425,3715.8466000000003,0.0049042855648187755,-0.019413654112608647,hold
2025-07-21 20:30:00,3779.4717499999997,3723.6795,0.004884100416670118,-0.022171194109897874,hold
2025-07-21 21:00:00,3780.24275,3725.6475,0.0048254807199842814,-0.01908024504534589,hold
2025-07-21 21:30:00,3780.9177499999996,3727.3781,0.004820654738902104,-0.015667769796633868,hold
2025-07-21 22:00:00,3781.494,3729.1887,0.004549309007962269,-0.002816117837179055,hold
2025-07-21 23:00:00,3782.1667499999994,3733.2556,0.00449200375550697,-0.0005676196842019365,hold
2025-07-22 03:00:00,3778.197,3746.9946,0.005097930998769491,-0.009024824251322672,hold
2025-07-22 04:30:00,3771.3669999999997,3749.6354000000006,0.005506996097013367,-0.028201965204815105,buy
2025-07-22 05:00:00,3769.1205,3750.0845,0.005627516120088843,-0.022550484475807986,hold
2025-07-22 07:00:00,3759.744,3752.0157,0.0055399043588970544,-0.008052342900499943,hold
2025-07-22 07:30:00,3756.4495,3752.3126999999995,0.005683547201319813,-0.030971713801545953,hold
2025-07-22 09:00:00,3744.1765,3751.7649000000006,0.005954325293640061,-0.021756985264514084,hold
2025-07-22 09:30:00,3740.1942499999996,3751.6857999999997,0.005998966447367386,-0.018911110277287868,hold
2025-07-22 11:30:00,3726.5725000000007,3751.4411,0.005914515335642096,0.004233429457297211,hold
2025-07-22 12:00:00,3724.72425,3751.4285000000004,0.005906510626133456,-0.0015001362533827445,hold
2025-07-22 14:00:00,3714.97825,3749.4210000000003,0.0059819772857924785,0.008745512207621875,hold
2025-07-22 15:00:00,3713.7267500000003,3748.7425,0.006290219828365271,0.01956846218007824,sell
2025-07-22 16:00:00,3712.7100000000005,3748.2723000000005,0.0061298587934635876,0.01578104749561615,sell
2025-07-22 16:30:00,3711.738,3747.7715000000003,0.006146647713681795,0.005023794073112597,sell
2025-07-22 17:00:00,3710.00925,3747.1107,0.0062245654357288745,-0.002098295405381978,sell
2025-07-22 17:30:00,3708.7267500000003,3746.2438999999995,0.006237839555868903,-0.0016004102231939044,sell
2025-07-22 18:00:00,3707.11025,3745.3231,0.00619294907399735,-0.00036749108969214017,sell
2025-07-22 18:30:00,3705.8405,3744.3376999999996,0.005908601473997005,0.0024584295767988706,sell
2025-07-22 19:00:00,3704.3340000000003,3743.677,0.005909318133383179,0.0032741372918825284,sell
2025-07-22 20:00:00,3699.96025,3742.4143000000004,0.0061129269883779215,0.008508534483465002,sell
2025-07-22 20:30:00,3699.0547500000002,3741.9804999999997,0.006142109020373971,0.00010792347146648673,sell
2025-07-22 21:00:00,3698.12725,3741.4182999999994,0.006139308539011035,-0.0027045501027999075,sell
2025-07-22 21:30:00,3695.91075,3740.9766999999997,0.006131552133192528,-0.0033188905115771883,sell
2025-07-22 22:00:00,3694.4004999999997,3740.7677999999996,0.0061284127741421095,-0.003382725050392388,sell
2025-07-22 22:30:00,3693.9714999999997,3740.5640999999996,0.006128845760373086,0.0007640611464145852,sell
2025-07-22 23:00:00,3694.3745000000004,3740.3817,0.006186487183228364,0.013911469510741181,sell
2025-07-22 23:30:00,3694.75125,3740.1408,0.006185880791151364,0.012661615356128308,sell
2025-07-23 01:30:00,3699.43875,3739.606,0.005751975018959192,0.018634166544055697,hold
2025-07-23 02:00:00,3700.51825,3739.8023000000003,0.005741128892385642,0.015527411989664675,sell
2025-07-23 03:30:00,3704.18825,3740.0925,0.005592377369915478,0.006168758449661027,hold
2025-07-23 04:00:00,3706.781,3740.0123000000003,0.005503635799568024,0.004007423146230593,hold
2025-07-23 04:30:00,3708.9032500000003,3739.928,0.005115926176032146,0.004048582995951344,sell
2025-07-23 05:00:00,3710.62475,3739.4709000000003,0.005082738759939619,-0.0075685094419293275,sell
2025-07-23 05:30:00,3711.94825,3739.0324,0.005077141569920409,-0.008726152564858869,sell
2025-07-23 06:00:00,3712.6292499999995,3738.3383999999996,0.005064346153225237,-0.008996702905246678,sell
2025-07-23 06:30:00,3712.5317499999996,3737.6657999999998,0.005035697361633131,-0.00832635444179608,sell
2025-07-23 07:00:00,3712.393,3737.0432999999994,0.004964611002100371,-0.008319749064766735,sell
2025-07-23 08:30:00,3710.9155000000005,3733.7911,0.0043814408399718814,-0.014315616356432637,hold
2025-07-23 10:30:00,3709.1074999999996,3728.5182999999997,0.0044278898092602855,-0.018498586299961484,hold
2025-07-23 11:00:00,3707.9942500000006,3727.5038,0.004434771129141654,-0.01132893496701226,hold
2025-07-23 13:30:00,3699.98225,3720.0133,0.005200172990596298,-0.02338749853675004,hold
2025-07-23 17:00:00,3683.45175,3704.8895,0.005474583581689012,-0.028245125196449283,buy
2025-07-23 17:30:00,3680.4825000000005,3702.6558,0.005527400668021949,-0.023145487868975634,buy
2025-07-23 18:00:00,3677.39675,3700.8554999999997,0.005541139748674124,-0.021685468178045064,buy
2025-07-23 19:00:00,3670.82825,3697.4604999999997,0.005544165113462098,-0.018166323880071222,buy
2025-07-23 21:30:00,3650.567,3688.3673,0.00576190055914909,-0.01449692938406566,buy
2025-07-23 23:00:00,3640.6442500000003,3684.2035000000005,0.005792431104125065,0.017526550495693405,hold
2025-07-24 00:00:00,3635.6794999999997,3681.6865000000003,0.005782706537619926,0.011149841292802831,hold
2025-07-24 02:30:00,3627.2815,3675.7947999999997,0.005796386742448072,0.02292320627802691,hold
2025-07-24 03:30:00,3625.7235,3673.4574,0.005791797203618748,0.01386649737288348,hold
2025-07-24 04:30:00,3622.3975,3670.724,0.005848451023587626,-0.00018834321673588672,hold
2025-07-24 06:00:00,3615.8409999999994,3666.2036,0.006018276184646412,-0.016372515303666013,buy
2025-07-24 06:30:00,3612.81975,3665.0994,0.006121440316796461,-0.027726047234937767,buy
2025-07-24 10:30:00,3606.84775,3659.7468,0.006458172249122304,0.00311101876861275,buy
2025-07-24 11:00:00,3607.7980000000002,3659.7501999999995,0.006529310513187953,0.01844100833198281,buy
2025-07-24 11:30:00,3608.0705000000003,3659.6956,0.006542744678864057,0.027778636965635872,buy
2025-07-24 14:30:00,3618.4305,3657.3649,0.006546227186467362,0.027786034325219866,sell
2025-07-24 15:00:00,3622.00625,3657.7855,0.006528052619624806,0.030666100461053114,hold
2025-07-24 16:30:00,3631.68675,3658.7285,0.00620522419819727,0.018147020972222982,hold
2025-07-24 17:00:00,3635.815,3658.6533,0.006245700303608,0.017410246421105224,hold
2025-07-24 17:30:00,3639.14775,3658.7192,0.006231560618624966,0.01903631070936118,hold
2025-07-24 20:30:00,3655.54075,3660.4125,0.006132768857758012,0.00026777776587660895,hold
2025-07-24 21:00:00,3657.5775000000003,3660.5253,0.006074233437867839,-0.004997739245362731,hold
2025-07-24 21:30:00,3659.5254999999997,3661.0817000000006,0.0057880409703965074,-0.0013348486635430534,hold
2025-07-24 22:00:00,3661.5090000000005,3661.3459,0.0057568233015595875,0.007166575481969861,hold
2025-07-25 01:00:00,3670.6582500000004,3659.7703,0.005910571671826186,-0.02038287142864792,buy
2025-07-25 03:30:00,3679.6305,3655.0832,0.006513358291461348,-0.034832974571767594,buy
2025-07-25 04:30:00,3679.3612499999995,3652.5896,0.006769870970766977,-0.020318075757128295,buy
2025-07-25 07:00:00,3680.0125,3647.5053,0.006375381472773094,-0.007232576376498323,buy
2025-07-25 08:00:00,3679.95625,3646.3438,0.006348563824675513,-0.004789131603381791,buy
