timestamp,sma_20,sma_50,volatility,momentum,label,action
2025-06-22 23:00:00,,,,0.014916264575794091,buy,buy
2025-06-23 17:00:00,101483.856,,0.006344393800351243,0.01179802231258864,buy,buy
2025-06-24 18:00:00,105294.44449999998,103023.0974,0.005166361150928633,0.0031201799678286513,hold,hold
2025-06-26 01:00:00,107252.2125,106266.79560000001,0.002530209392966523,-0.001147625018466658,hold,hold
2025-07-01 19:00:00,106586.54549999998,107257.6918,0.002714070857438065,-0.01319093748355682,buy,buy
2025-07-03 11:00:00,109260.7875,107659.1084,0.003097355978554019,0.00236710375134086,hold,hold
2025-07-09 18:00:00,108924.678,108605.5608,0.0019192401197769989,0.0018816294808863265,buy,buy
2025-07-10 08:00:00,110574.795,109478.8432,0.004957651161696307,0.00017461844476107657,buy,buy
2025-07-10 13:00:00,111029.12250000001,109719.0986,0.004989060475809222,-0.003865773622224289,buy,buy
2025-07-12 01:00:00,117718.05249999999,114942.8932,0.00345451260984013,-0.003928580772255663,hold,hold
2025-07-12 19:00:00,117629.63099999998,117210.31480000001,0.0015633986891013503,0.0004337021276596964,hold,hold
2025-07-13 07:00:00,117517.88149999999,117659.6922,0.0018388533386684408,0.003790873881369894,buy,buy
2025-07-14 05:00:00,119162.1965,118242.56040000002,0.003103915835972771,0.028343649631898282,sell,sell
2025-07-14 06:00:00,119381.34649999999,118332.25140000001,0.0032271120253507413,0.025781571525280267,sell,sell
2025-07-14 07:00:00,119614.548,118433.17860000001,0.0033010996024063067,0.030524284600461193,sell,sell
2025-07-14 08:00:00,119821.8425,118527.78540000001,0.0033158535512434304,0.02448952710236063,sell,sell
2025-07-14 09:00:00,119990.02900000001,118612.62039999999,0.003530076198487207,0.010132485036882688,sell,sell
2025-07-14 10:00:00,120146.956,118692.13700000002,0.0035434044450127957,0.004163756177924194,sell,sell
2025-07-14 14:00:00,120715.0655,118985.11099999999,0.003911100423409735,-0.011577199823785689,sell,sell
2025-07-23 15:00:00,118777.965,118340.7684,0.0034868229477326347,0.004467892239918614,hold,hold
2025-07-26 10:00:00,117129.42750000002,117257.27679999999,0.0033668559143110602,0.0040436842498106085,hold,hold
