timestamp,action
2025-07-10 05:00:00,buy
2025-07-10 06:00:00,buy
2025-07-10 07:00:00,buy
2025-07-10 08:00:00,buy
2025-07-10 09:00:00,buy
2025-07-10 10:00:00,buy
2025-07-10 11:00:00,buy
2025-07-12 01:00:00,buy
2025-07-12 02:00:00,buy
2025-07-12 03:00:00,buy
2025-07-12 04:00:00,buy
