timestamp,open,high,low,close,volume
2025-07-13 18:30:00,163.09,163.29,162.66,163.08,43602.554
2025-07-13 19:00:00,163.08,163.39,162.75,163.29,43555.23
2025-07-13 19:30:00,163.3,163.55,162.52,162.54,39760.419
2025-07-13 20:00:00,162.53,162.88,161.97,162.86,27922.4
2025-07-13 20:30:00,162.85,163.06,162.44,162.57,19339.37
2025-07-13 21:00:00,162.56,162.56,161.76,161.89,42016.263
2025-07-13 21:30:00,161.89,161.89,160.14,160.56,111079.687
2025-07-13 22:00:00,160.55,160.75,159.63,160.12,96838.596
2025-07-13 22:30:00,160.12,161.08,160.09,160.8,36739.047
2025-07-13 23:00:00,160.79,161.08,160.3,160.44,43759.223
2025-07-13 23:30:00,160.44,161.46,160.44,161.15,50900.191
2025-07-14 00:00:00,161.15,161.9,160.61,161.52,49476.799
2025-07-14 00:30:00,161.51,162.3,161.24,161.63,36039.828
2025-07-14 01:00:00,161.64,162.28,161.5,161.92,37490.177
2025-07-14 01:30:00,161.93,162.86,161.74,162.8,36235.181
2025-07-14 02:00:00,162.8,164.43,162.61,164.2,100102.469
2025-07-14 02:30:00,164.2,165.48,163.86,164.91,149067.298
2025-07-14 03:00:00,164.9,166.7,164.7,166.35,163606.708
2025-07-14 03:30:00,166.34,168.2,166.1,167.11,272201.643
2025-07-14 04:00:00,167.11,167.93,166.78,167.37,139734.244
2025-07-14 04:30:00,167.37,167.81,167.12,167.52,88485.837
2025-07-14 05:00:00,167.53,168.63,166.93,168.43,162682.482
2025-07-14 05:30:00,168.43,168.65,165.47,166.79,149550.832
2025-07-14 06:00:00,166.8,166.83,165.57,166.32,81393.734
2025-07-14 06:30:00,166.32,166.32,165.37,165.71,55337.898
2025-07-14 07:00:00,165.71,166.37,165.68,166.0,32117.274
2025-07-14 07:30:00,165.99,168.37,165.95,167.25,136037.189
2025-07-14 08:00:00,167.26,167.47,166.04,166.27,69739.4
2025-07-14 08:30:00,166.28,167.52,166.13,167.46,73668.775
2025-07-14 09:00:00,167.46,167.84,167.06,167.23,60346.554
2025-07-14 09:30:00,167.22,168.15,167.1,167.38,62669.23
2025-07-14 10:00:00,167.39,167.47,166.47,167.35,57007.119
2025-07-14 10:30:00,167.36,167.66,166.98,167.58,63716.143
2025-07-14 11:00:00,167.59,167.67,166.68,166.91,82000.928
2025-07-14 11:30:00,166.9,167.23,166.31,166.53,44259.09
